zip,type,primary_city,state,county,latitude,longitude,world_region,country,decommissioned,estimated_population
47225,PO BOX,Clarksburg,IN,Decatur County,39.43,-85.35,NA,US,0,0
47226,PO BOX,Clifford,IN,Bartholomew County,39.28,-85.86,NA,US,0,0
47227,STANDARD,Commiskey,IN,Jennings County,38.85,-85.63,NA,US,0,1320
47228,PO BOX,Cortland,IN,Jackson County,38.98,-85.99,NA,US,0,0
47229,STANDARD,Crothersville,IN,Jackson County,38.79,-85.84,NA,US,0,2736
47230,STANDARD,Deputy,IN,Jefferson County,38.8,-85.65,NA,US,0,1738
47231,STANDARD,Dupont,IN,Jefferson County,38.89,-85.51,NA,US,0,978
47232,STANDARD,Elizabethtown,IN,Bartholomew County,39.13,-85.81,NA,US,0,2333
47234,STANDARD,Flat Rock,IN,Shelby County,39.39,-85.68,NA,US,0,1294
47235,STANDARD,Freetown,IN,Jackson County,39,-86.12,NA,US,0,1546
47236,STANDARD,Grammer,IN,Bartholomew County,39.15,-85.71,NA,US,0,0
47240,STANDARD,Greensburg,IN,Decatur County,39.34,-85.48,NA,US,0,17987
47243,STANDARD,Hanover,IN,Jefferson County,38.71,-85.47,NA,US,0,4133
47244,STANDARD,Hartsville,IN,Bartholomew County,39.26,-85.69,NA,US,0,696
47245,PO BOX,Hayden,IN,Jennings County,38.98,-85.74,NA,US,0,0
47246,STANDARD,Hope,IN,Bartholomew County,39.29,-85.76,NA,US,0,3777
47247,PO BOX,Jonesville,IN,Bartholomew County,39.06,-85.88,NA,US,0,0
47249,PO BOX,Kurtz,IN,Jackson County,39,-86.23,NA,US,0,0
47250,STANDARD,Madison,IN,Jefferson County,38.75,-85.38,NA,US,0,18062
47260,STANDARD,Medora,IN,Jackson County,38.82,-86.17,NA,US,0,1612
47261,PO BOX,Millhousen,IN,Ripley County,39.21,-85.43,NA,US,0,0
47263,PO BOX,New Point,IN,Decatur County,39.3,-85.33,NA,US,0,0
47264,STANDARD,Norman,IN,Jackson County,38.95,-86.22,NA,US,0,1090
47265,STANDARD,North Vernon,IN,Jennings County,39,-85.63,NA,US,0,16632
47270,STANDARD,Paris Crossing,IN,Jennings County,38.85,-85.74,NA,US,0,611
47272,STANDARD,Saint Paul,IN,Decatur County,39.42,-85.62,NA,US,0,1688
47273,STANDARD,Scipio,IN,Jennings County,39.07,-85.72,NA,US,0,1725
47274,STANDARD,Seymour,IN,Jackson County,38.95,-85.88,NA,US,0,26164
47280,PO BOX,Taylorsville,IN,Bartholomew County,39.29,-85.94,NA,US,0,775
47281,STANDARD,Vallonia,IN,Jackson County,38.8,-86.05,NA,US,0,1388
47282,PO BOX,Vernon,IN,Jennings County,38.98,-85.61,NA,US,0,0
47283,STANDARD,Westport,IN,Decatur County,39.17,-85.57,NA,US,0,3056
47302,STANDARD,Muncie,IN,Delaware County,40.19,-85.39,NA,US,0,20965
47303,STANDARD,Muncie,IN,Delaware County,40.19,-85.39,NA,US,0,15957
47304,STANDARD,Muncie,IN,Delaware County,40.19,-85.39,NA,US,0,23592
47305,STANDARD,Muncie,IN,Delaware County,40.19,-85.39,NA,US,0,2333
47306,UNIQUE,Muncie,IN,Delaware County,40.19,-85.39,NA,US,0,0
47307,PO BOX,Muncie,IN,Delaware County,40.19,-85.39,NA,US,0,389
47308,PO BOX,Muncie,IN,Delaware County,40.19,-85.39,NA,US,0,0
47320,STANDARD,Albany,IN,Delaware County,40.3,-85.23,NA,US,0,3568
47322,PO BOX,Bentonville,IN,Fayette County,39.75,-85.24,NA,US,0,0
47324,PO BOX,Boston,IN,Wayne County,39.74,-84.85,NA,US,0,0
47325,STANDARD,Brownsville,IN,Union County,39.69,-84.98,NA,US,0,654
47326,STANDARD,Bryant,IN,Jay County,40.53,-84.96,NA,US,0,1561
47327,STANDARD,Cambridge City,IN,Wayne County,39.81,-85.17,NA,US,0,3585
47330,STANDARD,Centerville,IN,Wayne County,39.81,-84.99,NA,US,0,4852
47331,STANDARD,Connersville,IN,Fayette County,39.65,-85.14,NA,US,0,18625
47334,STANDARD,Daleville,IN,Delaware County,40.11,-85.55,NA,US,0,2929
47335,PO BOX,Dublin,IN,Wayne County,39.81,-85.2,NA,US,0,645
47336,STANDARD,Dunkirk,IN,Blackford County,40.37,-85.2,NA,US,0,3066
47337,PO BOX,Dunreith,IN,Henry County,39.8,-85.43,NA,US,0,0
47338,STANDARD,Eaton,IN,Delaware County,40.34,-85.35,NA,US,0,2403
47339,STANDARD,Economy,IN,Wayne County,39.97,-85.08,NA,US,0,572
47340,STANDARD,Farmland,IN,Randolph County,40.18,-85.12,NA,US,0,2503
47341,STANDARD,Fountain City,IN,Wayne County,39.95,-84.91,NA,US,0,1852
47342,STANDARD,Gaston,IN,Delaware County,40.31,-85.5,NA,US,0,2389
47344,PO BOX,Greensboro,IN,Henry County,39.87,-85.46,NA,US,0,0
47345,STANDARD,Greens Fork,IN,Wayne County,39.89,-85.04,NA,US,0,1190
47346,STANDARD,Hagerstown,IN,Wayne County,39.91,-85.15,NA,US,0,3488
47348,STANDARD,Hartford City,IN,Blackford County,40.45,-85.37,NA,US,0,8400
47351,PO BOX,Kennard,IN,Henry County,39.9,-85.51,NA,US,0,0
47352,STANDARD,Lewisville,IN,Henry County,39.8,-85.35,NA,US,0,881
47353,STANDARD,Liberty,IN,Union County,39.63,-84.92,NA,US,0,4923
47354,STANDARD,Losantville,IN,Randolph County,40.02,-85.18,NA,US,0,975
47355,STANDARD,Lynn,IN,Randolph County,40.04,-84.94,NA,US,0,2399
47356,STANDARD,Middletown,IN,Henry County,40.05,-85.54,NA,US,0,5193
47357,STANDARD,Milton,IN,Wayne County,39.78,-85.15,NA,US,0,1099
47358,STANDARD,Modoc,IN,Randolph County,40.04,-85.12,NA,US,0,800
47359,STANDARD,Montpelier,IN,Blackford County,40.55,-85.28,NA,US,0,2631
47360,STANDARD,Mooreland,IN,Henry County,39.99,-85.25,NA,US,0,1380
47361,PO BOX,Mount Summit,IN,Henry County,40,-85.38,NA,US,0,0
47362,STANDARD,New Castle,IN,Henry County,39.92,-85.36,NA,US,0,22418
47366,PO BOX,New Lisbon,IN,Henry County,39.85,-85.24,NA,US,0,0
47367,PO BOX,Oakville,IN,Delaware County,40.07,-85.38,NA,US,0,0
47368,STANDARD,Parker City,IN,Randolph County,40.18,-85.2,NA,US,0,2449
47369,STANDARD,Pennville,IN,Jay County,40.49,-85.14,NA,US,0,1070
47370,PO BOX,Pershing,IN,Wayne County,39.81,-85.16,NA,US,0,0
47371,STANDARD,Portland,IN,Jay County,40.43,-84.98,NA,US,0,10187
47373,STANDARD,Redkey,IN,Jay County,40.34,-85.15,NA,US,0,1830
47374,STANDARD,Richmond,IN,Wayne County,39.82,-84.88,NA,US,0,35906
47375,PO BOX,Richmond,IN,Wayne County,39.82,-84.88,NA,US,0,748
47380,STANDARD,Ridgeville,IN,Randolph County,40.28,-85.02,NA,US,0,1696
47381,STANDARD,Salamonia,IN,Jay County,40.38,-84.86,NA,US,0,0
47382,PO BOX,Saratoga,IN,Randolph County,40.23,-84.91,NA,US,0,0
47383,STANDARD,Selma,IN,Delaware County,40.18,-85.27,NA,US,0,2579
47384,STANDARD,Shirley,IN,Henry County,39.89,-85.57,NA,US,0,1723
47385,STANDARD,Spiceland,IN,Henry County,39.83,-85.43,NA,US,0,1415
47386,STANDARD,Springport,IN,Henry County,40.04,-85.39,NA,US,0,1097
47387,STANDARD,Straughn,IN,Henry County,39.8,-85.29,NA,US,0,610
47388,PO BOX,Sulphur Springs,IN,Henry County,40,-85.44,NA,US,0,0
47390,STANDARD,Union City,IN,Randolph County,40.2,-84.81,NA,US,0,4388
47392,STANDARD,Webster,IN,Wayne County,39.9,-84.93,NA,US,0,0
47393,STANDARD,Williamsburg,IN,Wayne County,39.96,-85,NA,US,0,1305
47394,STANDARD,Winchester,IN,Randolph County,40.17,-84.97,NA,US,0,6935
47396,STANDARD,Yorktown,IN,Delaware County,40.17,-85.47,NA,US,0,6175
47401,STANDARD,Bloomington,IN,Monroe County,39.16,-86.52,NA,US,0,27740
47402,PO BOX,Bloomington,IN,Monroe County,39.16,-86.52,NA,US,0,994
47403,STANDARD,Bloomington,IN,Monroe County,39.16,-86.52,NA,US,0,23200
47404,STANDARD,Bloomington,IN,Monroe County,39.16,-86.52,NA,US,0,14505
47405,STANDARD,Bloomington,IN,Monroe County,39.16,-86.52,NA,US,0,0
47406,STANDARD,Bloomington,IN,Monroe County,39.16,-86.52,NA,US,0,0
47407,PO BOX,Bloomington,IN,Monroe County,39.16,-86.52,NA,US,0,478
47408,STANDARD,Bloomington,IN,Monroe County,39.16,-86.52,NA,US,0,12385
47420,PO BOX,Avoca,IN,Lawrence County,38.91,-86.59,NA,US,0,0
47421,STANDARD,Bedford,IN,Lawrence County,38.86,-86.49,NA,US,0,22719
47424,STANDARD,Bloomfield,IN,Greene County,39.02,-86.93,NA,US,0,7718
47426,PO BOX,Clear Creek,IN,Monroe County,39.09,-86.47,NA,US,0,0
47427,STANDARD,Coal City,IN,Owen County,39.24,-86.98,NA,US,0,838
47429,STANDARD,Ellettsville,IN,Monroe County,39.23,-86.62,NA,US,0,6269
47430,PO BOX,Fort Ritner,IN,Lawrence County,38.77,-86.28,NA,US,1,0
47431,STANDARD,Freedom,IN,Owen County,39.21,-86.85,NA,US,0,1176
47432,STANDARD,French Lick,IN,Orange County,38.54,-86.62,NA,US,0,3766
47433,STANDARD,Gosport,IN,Owen County,39.35,-86.66,NA,US,0,3398
47434,PO BOX,Harrodsburg,IN,Monroe County,39.09,-86.47,NA,US,0,0
47435,PO BOX,Helmsburg,IN,Brown County,39.28,-86.3,NA,US,0,0
47436,STANDARD,Heltonville,IN,Lawrence County,38.97,-86.36,NA,US,0,1320
47437,PO BOX,Huron,IN,Lawrence County,38.71,-86.65,NA,US,0,0
47438,STANDARD,Jasonville,IN,Greene County,39.16,-87.19,NA,US,0,3563
47439,PO BOX,Koleen,IN,Greene County,39.03,-86.85,NA,US,0,0
47441,STANDARD,Linton,IN,Greene County,39.03,-87.15,NA,US,0,7613
47443,STANDARD,Lyons,IN,Greene County,38.98,-87.08,NA,US,0,942
47445,PO BOX,Midland,IN,Greene County,39.09,-87.16,NA,US,0,0
47446,STANDARD,Mitchell,IN,Lawrence County,38.73,-86.47,NA,US,0,8185
47448,STANDARD,Nashville,IN,Brown County,39.2,-86.23,NA,US,0,6703
47449,STANDARD,Newberry,IN,Greene County,38.92,-87.01,NA,US,0,491
47451,STANDARD,Oolitic,IN,Lawrence County,38.89,-86.52,NA,US,0,1121
47452,STANDARD,Orleans,IN,Orange County,38.66,-86.45,NA,US,0,4009
47453,STANDARD,Owensburg,IN,Greene County,38.94,-86.75,NA,US,0,0
47454,STANDARD,Paoli,IN,Orange County,38.55,-86.46,NA,US,0,5978
47455,PO BOX,Patricksburg,IN,Owen County,39.29,-86.99,NA,US,0,0
47456,STANDARD,Quincy,IN,Owen County,39.43,-86.79,NA,US,0,1049
47457,PO BOX,Scotland,IN,Martin County,38.91,-86.91,NA,US,0,0
47458,PO BOX,Smithville,IN,Monroe County,39.09,-86.47,NA,US,0,0
47459,STANDARD,Solsberry,IN,Greene County,39.12,-86.75,NA,US,0,3082
47460,STANDARD,Spencer,IN,Owen County,39.28,-86.76,NA,US,0,9730
47462,STANDARD,Springville,IN,Lawrence County,38.94,-86.62,NA,US,0,4075
47463,PO BOX,Stanford,IN,Monroe County,39.1,-86.6,NA,US,0,0
47464,PO BOX,Stinesville,IN,Monroe County,39.3,-86.64,NA,US,0,0
47465,STANDARD,Switz City,IN,Greene County,39.03,-87.05,NA,US,0,610
47467,PO BOX,Tunnelton,IN,Lawrence County,38.8,-86.33,NA,US,0,0
47468,STANDARD,Unionville,IN,Monroe County,39.25,-86.41,NA,US,0,1157
47469,STANDARD,West Baden Springs,IN,Orange County,38.56,-86.61,NA,US,0,1579
47470,STANDARD,Williams,IN,Lawrence County,38.77,-86.62,NA,US,0,1352
47471,STANDARD,Worthington,IN,Greene County,39.11,-86.97,NA,US,0,2147
47490,UNIQUE,Bloomington,IN,Monroe County,39.09,-86.46,NA,US,1,0
47501,STANDARD,Washington,IN,Daviess County,38.65,-87.17,NA,US,0,14222
47512,STANDARD,Bicknell,IN,Knox County,38.77,-87.3,NA,US,0,2942
47513,STANDARD,Birdseye,IN,Dubois County,38.31,-86.69,NA,US,0,1683
47514,STANDARD,Branchville,IN,Perry County,38.16,-86.58,NA,US,0,0
47515,STANDARD,Bristow,IN,Perry County,38.13,-86.71,NA,US,0,772
47516,STANDARD,Bruceville,IN,Knox County,38.75,-87.41,NA,US,0,1107
47519,STANDARD,Cannelburg,IN,Daviess County,38.66,-86.99,NA,US,0,518
47520,STANDARD,Cannelton,IN,Perry County,37.91,-86.73,NA,US,0,2528
47521,STANDARD,Celestine,IN,Dubois County,38.38,-86.78,NA,US,0,869
47522,STANDARD,Crane,IN,Martin County,38.89,-86.9,NA,US,0,0
47523,STANDARD,Dale,IN,Spencer County,38.16,-86.98,NA,US,0,2768
47524,STANDARD,Decker,IN,Knox County,38.51,-87.52,NA,US,0,0
47525,STANDARD,Derby,IN,Perry County,38.03,-86.53,NA,US,0,0
47527,STANDARD,Dubois,IN,Dubois County,38.45,-86.8,NA,US,0,1745
47528,STANDARD,Edwardsport,IN,Knox County,38.81,-87.25,NA,US,0,611
47529,STANDARD,Elnora,IN,Daviess County,38.87,-87.08,NA,US,0,798
47531,STANDARD,Evanston,IN,Spencer County,38.02,-86.83,NA,US,0,829
47532,STANDARD,Ferdinand,IN,Dubois County,38.22,-86.86,NA,US,0,4241
47535,PO BOX,Freelandville,IN,Knox County,38.87,-87.34,NA,US,0,0
47536,PO BOX,Fulda,IN,Spencer County,38.11,-86.83,NA,US,0,0
47537,STANDARD,Gentryville,IN,Spencer County,38.1,-87.03,NA,US,0,738
47541,STANDARD,Holland,IN,Dubois County,38.24,-87.03,NA,US,0,1150
47542,STANDARD,Huntingburg,IN,Dubois County,38.29,-86.95,NA,US,0,8304
47545,PO BOX,Ireland,IN,Dubois County,38.41,-87,NA,US,0,0
47546,STANDARD,Jasper,IN,Dubois County,38.39,-86.93,NA,US,0,18351
47547,PO BOX,Jasper,IN,Dubois County,38.39,-86.93,NA,US,0,0
47549,UNIQUE,Jasper,IN,Dubois County,38.39,-86.93,NA,US,0,0
47550,STANDARD,Lamar,IN,Spencer County,38.04,-86.96,NA,US,0,683
47551,STANDARD,Leopold,IN,Perry County,38.1,-86.58,NA,US,0,492
47552,STANDARD,Lincoln City,IN,Spencer County,38.12,-86.98,NA,US,0,0
47553,STANDARD,Loogootee,IN,Martin County,38.67,-86.91,NA,US,0,6865
47556,PO BOX,Mariah Hill,IN,Spencer County,38.13,-86.84,NA,US,0,0
47557,STANDARD,Monroe City,IN,Knox County,38.61,-87.35,NA,US,0,1186
47558,STANDARD,Montgomery,IN,Daviess County,38.66,-87.04,NA,US,0,3259
47561,STANDARD,Oaktown,IN,Knox County,38.87,-87.44,NA,US,0,1370
47562,STANDARD,Odon,IN,Daviess County,38.84,-86.98,NA,US,0,3519
47564,STANDARD,Otwell,IN,Pike County,38.48,-87.1,NA,US,0,1241
47567,STANDARD,Petersburg,IN,Pike County,38.49,-87.28,NA,US,0,4936
47568,STANDARD,Plainville,IN,Daviess County,38.8,-87.15,NA,US,0,735
47573,STANDARD,Ragsdale,IN,Knox County,38.75,-87.32,NA,US,0,0
47574,STANDARD,Rome,IN,Perry County,37.93,-86.52,NA,US,0,0
47575,STANDARD,Saint Anthony,IN,Dubois County,38.33,-86.82,NA,US,0,998
47576,STANDARD,Saint Croix,IN,Perry County,38.22,-86.61,NA,US,0,0
47577,STANDARD,Saint Meinrad,IN,Spencer County,38.18,-86.85,NA,US,0,871
47578,STANDARD,Sandborn,IN,Knox County,38.89,-87.18,NA,US,0,666
47579,STANDARD,Santa Claus,IN,Spencer County,38.11,-86.92,NA,US,0,2373
47580,STANDARD,Schnellville,IN,Dubois County,38.33,-86.75,NA,US,0,0
47581,STANDARD,Shoals,IN,Martin County,38.66,-86.79,NA,US,0,3009
47584,PO BOX,Spurgeon,IN,Pike County,38.25,-87.25,NA,US,0,0
47585,STANDARD,Stendal,IN,Pike County,38.27,-87.12,NA,US,0,0
47586,STANDARD,Tell City,IN,Perry County,37.94,-86.75,NA,US,0,9522
47588,STANDARD,Troy,IN,Perry County,38,-86.81,NA,US,0,632
47590,STANDARD,Velpen,IN,Pike County,38.37,-87.1,NA,US,0,651
47591,STANDARD,Vincennes,IN,Knox County,38.67,-87.51,NA,US,0,19907
47596,PO BOX,Westphalia,IN,Knox County,38.86,-87.23,NA,US,0,0
47597,STANDARD,Wheatland,IN,Knox County,38.66,-87.3,NA,US,0,878
47598,STANDARD,Winslow,IN,Pike County,38.38,-87.21,NA,US,0,2754
47601,STANDARD,Boonville,IN,Warrick County,38.04,-87.27,NA,US,0,12023
47610,STANDARD,Chandler,IN,Warrick County,38.04,-87.36,NA,US,0,4449
47611,STANDARD,Chrisney,IN,Spencer County,38.01,-87.03,NA,US,0,1012
47612,STANDARD,Cynthiana,IN,Posey County,38.18,-87.7,NA,US,0,750
47613,STANDARD,Elberfeld,IN,Warrick County,38.16,-87.44,NA,US,0,2265
47614,PO BOX,Folsomville,IN,Warrick County,38.14,-87.16,NA,US,1,0
47615,STANDARD,Grandview,IN,Spencer County,37.93,-86.98,NA,US,0,1368
47616,STANDARD,Griffin,IN,Posey County,38.2,-87.91,NA,US,0,0
47617,PO BOX,Hatfield,IN,Spencer County,37.9,-87.22,NA,US,0,0
47618,PO BOX,Inglefield,IN,Vanderburgh County,38.09,-87.57,NA,US,0,0
47619,STANDARD,Lynnville,IN,Warrick County,38.19,-87.31,NA,US,0,1473
47620,STANDARD,Mount Vernon,IN,Posey County,37.93,-87.89,NA,US,0,11552
47629,PO BOX,Newburgh,IN,Warrick County,37.94,-87.4,NA,US,0,462
47630,STANDARD,Newburgh,IN,Warrick County,37.94,-87.4,NA,US,0,29541
47631,STANDARD,New Harmony,IN,Posey County,38.12,-87.93,NA,US,0,1705
47633,STANDARD,Poseyville,IN,Posey County,38.17,-87.78,NA,US,0,2361
47634,STANDARD,Richland,IN,Spencer County,37.91,-87.2,NA,US,0,1893
47635,STANDARD,Rockport,IN,Spencer County,37.88,-87.05,NA,US,0,4659
47637,STANDARD,Tennyson,IN,Warrick County,38.08,-87.11,NA,US,0,1292
47638,STANDARD,Wadesville,IN,Posey County,38.07,-87.77,NA,US,0,3213
47639,STANDARD,Haubstadt,IN,Gibson County,38.2,-87.57,NA,US,0,3831
47640,STANDARD,Hazleton,IN,Gibson County,38.48,-87.54,NA,US,0,940
47647,STANDARD,Buckskin,IN,Gibson County,38.22,-87.43,NA,US,0,0
47648,STANDARD,Fort Branch,IN,Gibson County,38.24,-87.57,NA,US,0,3769
47649,STANDARD,Francisco,IN,Gibson County,38.33,-87.44,NA,US,0,1210
47654,PO BOX,Mackey,IN,Gibson County,38.24,-87.39,NA,US,0,0
47660,STANDARD,Oakland City,IN,Gibson County,38.34,-87.34,NA,US,0,3969
47665,STANDARD,Owensville,IN,Gibson County,38.27,-87.69,NA,US,0,3093
47666,STANDARD,Patoka,IN,Gibson County,38.4,-87.58,NA,US,0,1241
47670,STANDARD,Princeton,IN,Gibson County,38.35,-87.56,NA,US,0,10064
47683,PO BOX,Somerville,IN,Gibson County,38.27,-87.37,NA,US,0,0
47701,PO BOX,Evansville,IN,Vanderburgh County,37.98,-87.54,NA,US,0,0
47702,PO BOX,Evansville,IN,Vanderburgh County,37.98,-87.54,NA,US,0,0
47703,PO BOX,Evansville,IN,Vanderburgh County,37.98,-87.54,NA,US,0,0
47704,PO BOX,Evansville,IN,Vanderburgh County,37.98,-87.54,NA,US,0,0
47705,PO BOX,Evansville,IN,Vanderburgh County,37.98,-87.54,NA,US,0,0
47706,PO BOX,Evansville,IN,Vanderburgh County,37.98,-87.54,NA,US,0,0
47708,STANDARD,Evansville,IN,Vanderburgh County,37.98,-87.54,NA,US,0,0
47710,STANDARD,Evansville,IN,Vanderburgh County,37.98,-87.54,NA,US,0,14063
47711,STANDARD,Evansville,IN,Vanderburgh County,37.98,-87.54,NA,US,0,26028
47712,STANDARD,Evansville,IN,Vanderburgh County,37.98,-87.54,NA,US,0,18946
47713,STANDARD,Evansville,IN,Vanderburgh County,37.98,-87.54,NA,US,0,6699
47714,STANDARD,Evansville,IN,Vanderburgh County,37.98,-87.54,NA,US,0,25274
47715,STANDARD,Evansville,IN,Vanderburgh County,37.98,-87.54,NA,US,0,21939
47716,PO BOX,Evansville,IN,Vanderburgh County,37.98,-87.54,NA,US,0,0
47719,PO BOX,Evansville,IN,Vanderburgh County,37.98,-87.54,NA,US,0,0
47720,STANDARD,Evansville,IN,Vanderburgh County,37.98,-87.54,NA,US,0,15160
47721,UNIQUE,Evansville,IN,Vanderburgh County,37.98,-87.54,NA,US,0,0
47722,UNIQUE,Evansville,IN,Vanderburgh County,37.98,-87.54,NA,US,0,0
47724,PO BOX,Evansville,IN,Vanderburgh County,37.98,-87.54,NA,US,0,0
47725,STANDARD,Evansville,IN,Vanderburgh County,37.98,-87.54,NA,US,0,14095
47727,UNIQUE,Evansville,IN,Vanderburgh County,38.08,-87.52,NA,US,1,0
47728,PO BOX,Evansville,IN,Vanderburgh County,37.98,-87.54,NA,US,0,457
47730,PO BOX,Evansville,IN,Vanderburgh County,37.98,-87.54,NA,US,0,0
47731,PO BOX,Evansville,IN,Vanderburgh County,37.98,-87.54,NA,US,0,0
47732,PO BOX,Evansville,IN,Vanderburgh County,37.98,-87.54,NA,US,0,0
47733,PO BOX,Evansville,IN,Vanderburgh County,37.98,-87.54,NA,US,0,0
47734,PO BOX,Evansville,IN,Vanderburgh County,37.98,-87.54,NA,US,0,0
47735,PO BOX,Evansville,IN,Vanderburgh County,37.98,-87.54,NA,US,0,0
47736,PO BOX,Evansville,IN,Vanderburgh County,37.98,-87.54,NA,US,0,0
47737,PO BOX,Evansville,IN,Vanderburgh County,37.98,-87.54,NA,US,0,0
47739,UNIQUE,Evansville,IN,Vanderburgh County,38.02,-87.57,NA,US,1,0
47740,UNIQUE,Evansville,IN,Vanderburgh County,37.98,-87.54,NA,US,0,0
47741,UNIQUE,Evansville,IN,Vanderburgh County,37.97,-87.56,NA,US,1,0
47744,UNIQUE,Evansville,IN,Vanderburgh County,37.91,-87.64,NA,US,1,0
47747,UNIQUE,Evansville,IN,Vanderburgh County,37.98,-87.54,NA,US,0,0
47750,UNIQUE,Evansville,IN,Vanderburgh County,37.98,-87.54,NA,US,0,0
47801,PO BOX,Terre Haute,IN,Vigo County,39.47,-87.38,NA,US,0,0
47802,STANDARD,Terre Haute,IN,Vigo County,39.47,-87.38,NA,US,0,24825
47803,STANDARD,Terre Haute,IN,Vigo County,39.47,-87.38,NA,US,0,16578
47804,STANDARD,Terre Haute,IN,Vigo County,39.47,-87.38,NA,US,0,7906
47805,STANDARD,Terre Haute,IN,Vigo County,39.47,-87.38,NA,US,0,11217
47807,STANDARD,Terre Haute,IN,Vigo County,39.47,-87.38,NA,US,0,7398
47808,PO BOX,Terre Haute,IN,Vigo County,39.47,-87.38,NA,US,0,0
47809,UNIQUE,Terre Haute,IN,Vigo County,39.47,-87.38,NA,US,0,0
47811,UNIQUE,Terre Haute,IN,Vigo County,39.47,-87.38,NA,US,0,0
47812,UNIQUE,Terre Haute,IN,Vigo County,39.47,-87.38,NA,US,0,0
47830,PO BOX,Bellmore,IN,Parke County,39.75,-87.06,NA,US,0,0
47831,PO BOX,Blanford,IN,Vermillion County,39.65,-87.46,NA,US,0,0
47832,STANDARD,Bloomingdale,IN,Parke County,39.83,-87.24,NA,US,0,873
47833,STANDARD,Bowling Green,IN,Clay County,39.38,-86.99,NA,US,0,892
47834,STANDARD,Brazil,IN,Clay County,39.52,-87.12,NA,US,0,15691
47836,PO BOX,Bridgeton,IN,Parke County,39.65,-87.18,NA,US,0,0
47837,STANDARD,Carbon,IN,Clay County,39.59,-87.1,NA,US,0,958
47838,STANDARD,Carlisle,IN,Sullivan County,38.96,-87.4,NA,US,0,1728
47840,STANDARD,Centerpoint,IN,Clay County,39.37,-87.09,NA,US,0,1301
47841,STANDARD,Clay City,IN,Clay County,39.27,-87.11,NA,US,0,1810
47842,STANDARD,Clinton,IN,Vermillion County,39.66,-87.4,NA,US,0,7838
47845,PO BOX,Coalmont,IN,Clay County,39.2,-87.18,NA,US,0,0
47846,STANDARD,Cory,IN,Clay County,39.33,-87.2,NA,US,0,597
47847,STANDARD,Dana,IN,Vermillion County,39.8,-87.49,NA,US,0,998
47848,STANDARD,Dugger,IN,Sullivan County,39.06,-87.26,NA,US,0,1437
47849,STANDARD,Fairbanks,IN,Sullivan County,39.2,-87.53,NA,US,0,0
47850,STANDARD,Farmersburg,IN,Sullivan County,39.25,-87.38,NA,US,0,2120
47851,PO BOX,Fontanet,IN,Vigo County,39.57,-87.24,NA,US,0,0
47852,PO BOX,Graysville,IN,Sullivan County,39.11,-87.42,NA,US,0,0
47853,PO BOX,Harmony,IN,Clay County,39.53,-87.07,NA,US,0,0
47854,STANDARD,Hillsdale,IN,Vermillion County,39.76,-87.4,NA,US,0,698
47855,PO BOX,Hymera,IN,Sullivan County,39.18,-87.29,NA,US,0,592
47856,PO BOX,Judson,IN,Parke County,39.81,-87.13,NA,US,1,0
47857,PO BOX,Knightsville,IN,Clay County,39.52,-87.08,NA,US,0,0
47858,STANDARD,Lewis,IN,Clay County,39.28,-87.26,NA,US,0,575
47859,STANDARD,Marshall,IN,Parke County,39.84,-87.18,NA,US,0,819
47860,PO BOX,Mecca,IN,Parke County,39.72,-87.33,NA,US,0,0
47861,STANDARD,Merom,IN,Sullivan County,39.05,-87.56,NA,US,0,521
47862,STANDARD,Montezuma,IN,Parke County,39.79,-87.36,NA,US,0,1354
47863,PO BOX,New Goshen,IN,Vigo County,39.58,-87.46,NA,US,0,0
47864,STANDARD,Sullivan,IN,Sullivan County,39.11,-87.42,NA,US,1,0
47865,PO BOX,Paxton,IN,Sullivan County,39.11,-87.42,NA,US,0,0
47866,STANDARD,Pimento,IN,Vigo County,39.28,-87.36,NA,US,0,0
47868,STANDARD,Poland,IN,Owen County,39.45,-86.97,NA,US,0,2300
47869,PO BOX,Prairie Creek,IN,Vigo County,39.29,-87.53,NA,US,0,0
47870,PO BOX,Prairieton,IN,Vigo County,39.36,-87.49,NA,US,0,0
47871,PO BOX,Riley,IN,Vigo County,39.38,-87.3,NA,US,0,0
47872,STANDARD,Rockville,IN,Parke County,39.76,-87.23,NA,US,0,5796
47874,STANDARD,Rosedale,IN,Parke County,39.62,-87.28,NA,US,0,2796
47875,PO BOX,Saint Bernice,IN,Vermillion County,39.79,-87.45,NA,US,0,0
47876,PO BOX,Saint Mary Of The Woods,IN,Vigo County,39.51,-87.46,NA,US,0,0
47878,PO BOX,Seelyville,IN,Vigo County,39.49,-87.26,NA,US,0,0
47879,STANDARD,Shelburn,IN,Sullivan County,39.17,-87.39,NA,US,0,2481
47880,PO BOX,Shepardsville,IN,Vigo County,39.6,-87.41,NA,US,0,0
47881,PO BOX,Staunton,IN,Clay County,39.48,-87.18,NA,US,0,0
47882,STANDARD,Sullivan,IN,Sullivan County,39.09,-87.4,NA,US,0,6946
47884,PO BOX,Universal,IN,Vermillion County,39.62,-87.45,NA,US,0,0
47885,STANDARD,West Terre Haute,IN,Vigo County,39.46,-87.44,NA,US,0,7634
47901,STANDARD,Lafayette,IN,Tippecanoe County,40.41,-86.87,NA,US,0,2251
47902,PO BOX,Lafayette,IN,Tippecanoe County,40.41,-86.87,NA,US,0,360
47903,PO BOX,Lafayette,IN,Tippecanoe County,40.41,-86.87,NA,US,0,1211
